Loss,Epoch
0.007070754500925541,1
0.0040095366501808165,2
0.0030486092826724053,3
0.0025070159102603792,4
0.0019929077819176018,5
0.001712105251373723,6
0.0014377819089591503,7
0.001293791603653226,8
0.0011898833573563024,9
0.0010230699469381942,10
0.0009319363018381409,11
0.0008698197484551929,12
0.0007843257963983342,13
0.0007195747898006812,14
0.0007654926726897247,15
0.0006483550377504435,16
0.000652213430138072,17
0.0006332432474102825,18
0.0005720216953364434,19
0.0004918850873413612,20
